"sim_calib_id","b1_calib_id","b2_calib_id","mh2_calib_id","mh3_calib_id","mh4_calib_id","mtb_calib_id","mtbh2_calib_id","mtbh3_calib_id","mtbh4_calib_id"
592,6.8,6,10,50,1.5,10,30,50,25
593,6.8,6,10,50,1.5,10,30,50,20
594,6.8,6,10,50,1.5,10,30,50,15
595,6.8,6,10,50,1.5,10,22,70,25
596,6.8,6,10,50,1.5,10,22,70,20
597,6.8,6,10,50,1.5,10,22,70,15
598,6.8,6,10,50,1.5,10,22,50,25
599,6.8,6,10,50,1.5,10,22,50,20
600,6.8,6,10,50,1.5,10,22,50,15
601,6.8,6,10,50,1.2,15,30,70,25
602,6.8,6,10,50,1.2,15,30,70,20
603,6.8,6,10,50,1.2,15,30,70,15
604,6.8,6,10,50,1.2,15,30,50,25
605,6.8,6,10,50,1.2,15,30,50,20
606,6.8,6,10,50,1.2,15,30,50,15
607,6.8,6,10,50,1.2,15,22,70,25
608,6.8,6,10,50,1.2,15,22,70,20
609,6.8,6,10,50,1.2,15,22,70,15
610,6.8,6,10,50,1.2,15,22,50,25
611,6.8,6,10,50,1.2,15,22,50,20
612,6.8,6,10,50,1.2,15,22,50,15
613,6.8,6,10,50,1.2,10,30,70,25
614,6.8,6,10,50,1.2,10,30,70,20
615,6.8,6,10,50,1.2,10,30,70,15
616,6.8,6,10,50,1.2,10,30,50,25
617,6.8,6,10,50,1.2,10,30,50,20
618,6.8,6,10,50,1.2,10,30,50,15
619,6.8,6,10,50,1.2,10,22,70,25
620,6.8,6,10,50,1.2,10,22,70,20
621,6.8,6,10,50,1.2,10,22,70,15
622,6.8,6,10,50,1.2,10,22,50,25
623,6.8,6,10,50,1.2,10,22,50,20
624,6.8,6,10,50,1.2,10,22,50,15
625,6.8,6,10,35,1.5,15,30,70,25
626,6.8,6,10,35,1.5,15,30,70,20
627,6.8,6,10,35,1.5,15,30,70,15
628,6.8,6,10,35,1.5,15,30,50,25
629,6.8,6,10,35,1.5,15,30,50,20
630,6.8,6,10,35,1.5,15,30,50,15
631,6.8,6,10,35,1.5,15,22,70,25
632,6.8,6,10,35,1.5,15,22,70,20
633,6.8,6,10,35,1.5,15,22,70,15
634,6.8,6,10,35,1.5,15,22,50,25
635,6.8,6,10,35,1.5,15,22,50,20
636,6.8,6,10,35,1.5,15,22,50,15
637,6.8,6,10,35,1.5,10,30,70,25
638,6.8,6,10,35,1.5,10,30,70,20
639,6.8,6,10,35,1.5,10,30,70,15
640,6.8,6,10,35,1.5,10,30,50,25
641,6.8,6,10,35,1.5,10,30,50,20
642,6.8,6,10,35,1.5,10,30,50,15
643,6.8,6,10,35,1.5,10,22,70,25
644,6.8,6,10,35,1.5,10,22,70,20
645,6.8,6,10,35,1.5,10,22,70,15
646,6.8,6,10,35,1.5,10,22,50,25
647,6.8,6,10,35,1.5,10,22,50,20
648,6.8,6,10,35,1.5,10,22,50,15
649,6.8,6,10,35,1.2,15,30,70,25
650,6.8,6,10,35,1.2,15,30,70,20
651,6.8,6,10,35,1.2,15,30,70,15
652,6.8,6,10,35,1.2,15,30,50,25
653,6.8,6,10,35,1.2,15,30,50,20
654,6.8,6,10,35,1.2,15,30,50,15
655,6.8,6,10,35,1.2,15,22,70,25
656,6.8,6,10,35,1.2,15,22,70,20
657,6.8,6,10,35,1.2,15,22,70,15
658,6.8,6,10,35,1.2,15,22,50,25
659,6.8,6,10,35,1.2,15,22,50,20
660,6.8,6,10,35,1.2,15,22,50,15
661,6.8,6,10,35,1.2,10,30,70,25
662,6.8,6,10,35,1.2,10,30,70,20
663,6.8,6,10,35,1.2,10,30,70,15
664,6.8,6,10,35,1.2,10,30,50,25
665,6.8,6,10,35,1.2,10,30,50,20
666,6.8,6,10,35,1.2,10,30,50,15
667,6.8,6,10,35,1.2,10,22,70,25
668,6.8,6,10,35,1.2,10,22,70,20
669,6.8,6,10,35,1.2,10,22,70,15
670,6.8,6,10,35,1.2,10,22,50,25
671,6.8,6,10,35,1.2,10,22,50,20
672,6.8,6,10,35,1.2,10,22,50,15
673,6.8,6.8,10,50,1.5,15,30,70,25
674,6.8,6.8,10,50,1.5,15,30,70,20
675,6.8,6.8,10,50,1.5,15,30,70,15
676,6.8,6.8,10,50,1.5,15,30,50,25
677,6.8,6.8,10,50,1.5,15,30,50,20
678,6.8,6.8,10,50,1.5,15,30,50,15
679,6.8,6.8,10,50,1.5,15,22,70,25
680,6.8,6.8,10,50,1.5,15,22,70,20
681,6.8,6.8,10,50,1.5,15,22,70,15
682,6.8,6.8,10,50,1.5,15,22,50,25
683,6.8,6.8,10,50,1.5,15,22,50,20
684,6.8,6.8,10,50,1.5,15,22,50,15
685,6.8,6.8,10,50,1.5,10,30,70,25
686,6.8,6.8,10,50,1.5,10,30,70,20
687,6.8,6.8,10,50,1.5,10,30,70,15
688,6.8,6.8,10,50,1.5,10,30,50,25
689,6.8,6.8,10,50,1.5,10,30,50,20
690,6.8,6.8,10,50,1.5,10,30,50,15
691,6.8,6.8,10,50,1.5,10,22,70,25
692,6.8,6.8,10,50,1.5,10,22,70,20
693,6.8,6.8,10,50,1.5,10,22,70,15
694,6.8,6.8,10,50,1.5,10,22,50,25
695,6.8,6.8,10,50,1.5,10,22,50,20
696,6.8,6.8,10,50,1.5,10,22,50,15
697,6.8,6.8,10,50,1.2,15,30,70,25
698,6.8,6.8,10,50,1.2,15,30,70,20
699,6.8,6.8,10,50,1.2,15,30,70,15
700,6.8,6.8,10,50,1.2,15,30,50,25
701,6.8,6.8,10,50,1.2,15,30,50,20
702,6.8,6.8,10,50,1.2,15,30,50,15
703,6.8,6.8,10,50,1.2,15,22,70,25
704,6.8,6.8,10,50,1.2,15,22,70,20
705,6.8,6.8,10,50,1.2,15,22,70,15
706,6.8,6.8,10,50,1.2,15,22,50,25
707,6.8,6.8,10,50,1.2,15,22,50,20
708,6.8,6.8,10,50,1.2,15,22,50,15
709,6.8,6.8,10,50,1.2,10,30,70,25
710,6.8,6.8,10,50,1.2,10,30,70,20
711,6.8,6.8,10,50,1.2,10,30,70,15
712,6.8,6.8,10,50,1.2,10,30,50,25
713,6.8,6.8,10,50,1.2,10,30,50,20
714,6.8,6.8,10,50,1.2,10,30,50,15
715,6.8,6.8,10,50,1.2,10,22,70,25
716,6.8,6.8,10,50,1.2,10,22,70,20
717,6.8,6.8,10,50,1.2,10,22,70,15
718,6.8,6.8,10,50,1.2,10,22,50,25
719,6.8,6.8,10,50,1.2,10,22,50,20
720,6.8,6.8,10,50,1.2,10,22,50,15
721,6.8,6.8,10,35,1.5,15,30,70,25
722,6.8,6.8,10,35,1.5,15,30,70,20
723,6.8,6.8,10,35,1.5,15,30,70,15
724,6.8,6.8,10,35,1.5,15,30,50,25
725,6.8,6.8,10,35,1.5,15,30,50,20
726,6.8,6.8,10,35,1.5,15,30,50,15
727,6.8,6.8,10,35,1.5,15,22,70,25
728,6.8,6.8,10,35,1.5,15,22,70,20
729,6.8,6.8,10,35,1.5,15,22,70,15
730,6.8,6.8,10,35,1.5,15,22,50,25
731,6.8,6.8,10,35,1.5,15,22,50,20
732,6.8,6.8,10,35,1.5,15,22,50,15
733,6.8,6.8,10,35,1.5,10,30,70,25
734,6.8,6.8,10,35,1.5,10,30,70,20
735,6.8,6.8,10,35,1.5,10,30,70,15
736,6.8,6.8,10,35,1.5,10,30,50,25
737,6.8,6.8,10,35,1.5,10,30,50,20
738,6.8,6.8,10,35,1.5,10,30,50,15
739,6.8,6.8,10,35,1.5,10,22,70,25
740,6.8,6.8,10,35,1.5,10,22,70,20
741,6.8,6.8,10,35,1.5,10,22,70,15
742,6.8,6.8,10,35,1.5,10,22,50,25
743,6.8,6.8,10,35,1.5,10,22,50,20
744,6.8,6.8,10,35,1.5,10,22,50,15
745,6.8,6.8,10,35,1.2,15,30,70,25
746,6.8,6.8,10,35,1.2,15,30,70,20
747,6.8,6.8,10,35,1.2,15,30,70,15
748,6.8,6.8,10,35,1.2,15,30,50,25
749,6.8,6.8,10,35,1.2,15,30,50,20
750,6.8,6.8,10,35,1.2,15,30,50,15
751,6.8,6.8,10,35,1.2,15,22,70,25
752,6.8,6.8,10,35,1.2,15,22,70,20
753,6.8,6.8,10,35,1.2,15,22,70,15
754,6.8,6.8,10,35,1.2,15,22,50,25
755,6.8,6.8,10,35,1.2,15,22,50,20
756,6.8,6.8,10,35,1.2,15,22,50,15
757,6.8,6.8,10,35,1.2,10,30,70,25
758,6.8,6.8,10,35,1.2,10,30,70,20
759,6.8,6.8,10,35,1.2,10,30,70,15
760,6.8,6.8,10,35,1.2,10,30,50,25
761,6.8,6.8,10,35,1.2,10,30,50,20
762,6.8,6.8,10,35,1.2,10,30,50,15
763,6.8,6.8,10,35,1.2,10,22,70,25
764,6.8,6.8,10,35,1.2,10,22,70,20
765,6.8,6.8,10,35,1.2,10,22,70,15
766,6.8,6.8,10,35,1.2,10,22,50,25
767,6.8,6.8,10,35,1.2,10,22,50,20
768,6.8,6.8,10,35,1.2,10,22,50,15
769,6.8,7.6,10,50,1.5,15,30,70,25
770,6.8,7.6,10,50,1.5,15,30,70,20
771,6.8,7.6,10,50,1.5,15,30,70,15
772,6.8,7.6,10,50,1.5,15,30,50,25
773,6.8,7.6,10,50,1.5,15,30,50,20
774,6.8,7.6,10,50,1.5,15,30,50,15
775,6.8,7.6,10,50,1.5,15,22,70,25
776,6.8,7.6,10,50,1.5,15,22,70,20
777,6.8,7.6,10,50,1.5,15,22,70,15
778,6.8,7.6,10,50,1.5,15,22,50,25
779,6.8,7.6,10,50,1.5,15,22,50,20
780,6.8,7.6,10,50,1.5,15,22,50,15
781,6.8,7.6,10,50,1.5,10,30,70,25
782,6.8,7.6,10,50,1.5,10,30,70,20
783,6.8,7.6,10,50,1.5,10,30,70,15
784,6.8,7.6,10,50,1.5,10,30,50,25
785,6.8,7.6,10,50,1.5,10,30,50,20
786,6.8,7.6,10,50,1.5,10,30,50,15
787,6.8,7.6,10,50,1.5,10,22,70,25
788,6.8,7.6,10,50,1.5,10,22,70,20
789,6.8,7.6,10,50,1.5,10,22,70,15
790,6.8,7.6,10,50,1.5,10,22,50,25
791,6.8,7.6,10,50,1.5,10,22,50,20
792,6.8,7.6,10,50,1.5,10,22,50,15
793,6.8,7.6,10,50,1.2,15,30,70,25
794,6.8,7.6,10,50,1.2,15,30,70,20
795,6.8,7.6,10,50,1.2,15,30,70,15
796,6.8,7.6,10,50,1.2,15,30,50,25
797,6.8,7.6,10,50,1.2,15,30,50,20
798,6.8,7.6,10,50,1.2,15,30,50,15
799,6.8,7.6,10,50,1.2,15,22,70,25
800,6.8,7.6,10,50,1.2,15,22,70,20
801,6.8,7.6,10,50,1.2,15,22,70,15
802,6.8,7.6,10,50,1.2,15,22,50,25
803,6.8,7.6,10,50,1.2,15,22,50,20
804,6.8,7.6,10,50,1.2,15,22,50,15
805,6.8,7.6,10,50,1.2,10,30,70,25
806,6.8,7.6,10,50,1.2,10,30,70,20
807,6.8,7.6,10,50,1.2,10,30,70,15
808,6.8,7.6,10,50,1.2,10,30,50,25
809,6.8,7.6,10,50,1.2,10,30,50,20
810,6.8,7.6,10,50,1.2,10,30,50,15
811,6.8,7.6,10,50,1.2,10,22,70,25
812,6.8,7.6,10,50,1.2,10,22,70,20
813,6.8,7.6,10,50,1.2,10,22,70,15
814,6.8,7.6,10,50,1.2,10,22,50,25
815,6.8,7.6,10,50,1.2,10,22,50,20
816,6.8,7.6,10,50,1.2,10,22,50,15
817,6.8,7.6,10,35,1.5,15,30,70,25
818,6.8,7.6,10,35,1.5,15,30,70,20
819,6.8,7.6,10,35,1.5,15,30,70,15
820,6.8,7.6,10,35,1.5,15,30,50,25
821,6.8,7.6,10,35,1.5,15,30,50,20
822,6.8,7.6,10,35,1.5,15,30,50,15
823,6.8,7.6,10,35,1.5,15,22,70,25
824,6.8,7.6,10,35,1.5,15,22,70,20
825,6.8,7.6,10,35,1.5,15,22,70,15
826,6.8,7.6,10,35,1.5,15,22,50,25
827,6.8,7.6,10,35,1.5,15,22,50,20
828,6.8,7.6,10,35,1.5,15,22,50,15
829,6.8,7.6,10,35,1.5,10,30,70,25
830,6.8,7.6,10,35,1.5,10,30,70,20
831,6.8,7.6,10,35,1.5,10,30,70,15
832,6.8,7.6,10,35,1.5,10,30,50,25
833,6.8,7.6,10,35,1.5,10,30,50,20
834,6.8,7.6,10,35,1.5,10,30,50,15
835,6.8,7.6,10,35,1.5,10,22,70,25
836,6.8,7.6,10,35,1.5,10,22,70,20
837,6.8,7.6,10,35,1.5,10,22,70,15
838,6.8,7.6,10,35,1.5,10,22,50,25
839,6.8,7.6,10,35,1.5,10,22,50,20
840,6.8,7.6,10,35,1.5,10,22,50,15
841,6.8,7.6,10,35,1.2,15,30,70,25
842,6.8,7.6,10,35,1.2,15,30,70,20
843,6.8,7.6,10,35,1.2,15,30,70,15
844,6.8,7.6,10,35,1.2,15,30,50,25
845,6.8,7.6,10,35,1.2,15,30,50,20
846,6.8,7.6,10,35,1.2,15,30,50,15
847,6.8,7.6,10,35,1.2,15,22,70,25
848,6.8,7.6,10,35,1.2,15,22,70,20
849,6.8,7.6,10,35,1.2,15,22,70,15
850,6.8,7.6,10,35,1.2,15,22,50,25
851,6.8,7.6,10,35,1.2,15,22,50,20
852,6.8,7.6,10,35,1.2,15,22,50,15
853,6.8,7.6,10,35,1.2,10,30,70,25
854,6.8,7.6,10,35,1.2,10,30,70,20
855,6.8,7.6,10,35,1.2,10,30,70,15
856,6.8,7.6,10,35,1.2,10,30,50,25
857,6.8,7.6,10,35,1.2,10,30,50,20
858,6.8,7.6,10,35,1.2,10,30,50,15
859,6.8,7.6,10,35,1.2,10,22,70,25
860,6.8,7.6,10,35,1.2,10,22,70,20
861,6.8,7.6,10,35,1.2,10,22,70,15
862,6.8,7.6,10,35,1.2,10,22,50,25
863,6.8,7.6,10,35,1.2,10,22,50,20
864,6.8,7.6,10,35,1.2,10,22,50,15
865,6.8,8.4,10,50,1.5,15,30,70,25
866,6.8,8.4,10,50,1.5,15,30,70,20
867,6.8,8.4,10,50,1.5,15,30,70,15
868,6.8,8.4,10,50,1.5,15,30,50,25
869,6.8,8.4,10,50,1.5,15,30,50,20
870,6.8,8.4,10,50,1.5,15,30,50,15
871,6.8,8.4,10,50,1.5,15,22,70,25
872,6.8,8.4,10,50,1.5,15,22,70,20
873,6.8,8.4,10,50,1.5,15,22,70,15
874,6.8,8.4,10,50,1.5,15,22,50,25
875,6.8,8.4,10,50,1.5,15,22,50,20
876,6.8,8.4,10,50,1.5,15,22,50,15
877,6.8,8.4,10,50,1.5,10,30,70,25
878,6.8,8.4,10,50,1.5,10,30,70,20
879,6.8,8.4,10,50,1.5,10,30,70,15
880,6.8,8.4,10,50,1.5,10,30,50,25
881,6.8,8.4,10,50,1.5,10,30,50,20
882,6.8,8.4,10,50,1.5,10,30,50,15
883,6.8,8.4,10,50,1.5,10,22,70,25
884,6.8,8.4,10,50,1.5,10,22,70,20
885,6.8,8.4,10,50,1.5,10,22,70,15
886,6.8,8.4,10,50,1.5,10,22,50,25
887,6.8,8.4,10,50,1.5,10,22,50,20
888,6.8,8.4,10,50,1.5,10,22,50,15
889,6.8,8.4,10,50,1.2,15,30,70,25
890,6.8,8.4,10,50,1.2,15,30,70,20
891,6.8,8.4,10,50,1.2,15,30,70,15
892,6.8,8.4,10,50,1.2,15,30,50,25
893,6.8,8.4,10,50,1.2,15,30,50,20
894,6.8,8.4,10,50,1.2,15,30,50,15
895,6.8,8.4,10,50,1.2,15,22,70,25
896,6.8,8.4,10,50,1.2,15,22,70,20
897,6.8,8.4,10,50,1.2,15,22,70,15
898,6.8,8.4,10,50,1.2,15,22,50,25
899,6.8,8.4,10,50,1.2,15,22,50,20
900,6.8,8.4,10,50,1.2,15,22,50,15
901,6.8,8.4,10,50,1.2,10,30,70,25
902,6.8,8.4,10,50,1.2,10,30,70,20
903,6.8,8.4,10,50,1.2,10,30,70,15
904,6.8,8.4,10,50,1.2,10,30,50,25
905,6.8,8.4,10,50,1.2,10,30,50,20
906,6.8,8.4,10,50,1.2,10,30,50,15
907,6.8,8.4,10,50,1.2,10,22,70,25
908,6.8,8.4,10,50,1.2,10,22,70,20
909,6.8,8.4,10,50,1.2,10,22,70,15
910,6.8,8.4,10,50,1.2,10,22,50,25
911,6.8,8.4,10,50,1.2,10,22,50,20
912,6.8,8.4,10,50,1.2,10,22,50,15
913,6.8,8.4,10,35,1.5,15,30,70,25
914,6.8,8.4,10,35,1.5,15,30,70,20
915,6.8,8.4,10,35,1.5,15,30,70,15
916,6.8,8.4,10,35,1.5,15,30,50,25
917,6.8,8.4,10,35,1.5,15,30,50,20
918,6.8,8.4,10,35,1.5,15,30,50,15
919,6.8,8.4,10,35,1.5,15,22,70,25
920,6.8,8.4,10,35,1.5,15,22,70,20
921,6.8,8.4,10,35,1.5,15,22,70,15
922,6.8,8.4,10,35,1.5,15,22,50,25
923,6.8,8.4,10,35,1.5,15,22,50,20
924,6.8,8.4,10,35,1.5,15,22,50,15
925,6.8,8.4,10,35,1.5,10,30,70,25
926,6.8,8.4,10,35,1.5,10,30,70,20
927,6.8,8.4,10,35,1.5,10,30,70,15
928,6.8,8.4,10,35,1.5,10,30,50,25
929,6.8,8.4,10,35,1.5,10,30,50,20
930,6.8,8.4,10,35,1.5,10,30,50,15
931,6.8,8.4,10,35,1.5,10,22,70,25
932,6.8,8.4,10,35,1.5,10,22,70,20
933,6.8,8.4,10,35,1.5,10,22,70,15
934,6.8,8.4,10,35,1.5,10,22,50,25
935,6.8,8.4,10,35,1.5,10,22,50,20
936,6.8,8.4,10,35,1.5,10,22,50,15
937,6.8,8.4,10,35,1.2,15,30,70,25
938,6.8,8.4,10,35,1.2,15,30,70,20
939,6.8,8.4,10,35,1.2,15,30,70,15
940,6.8,8.4,10,35,1.2,15,30,50,25
941,6.8,8.4,10,35,1.2,15,30,50,20
942,6.8,8.4,10,35,1.2,15,30,50,15
943,6.8,8.4,10,35,1.2,15,22,70,25
944,6.8,8.4,10,35,1.2,15,22,70,20
945,6.8,8.4,10,35,1.2,15,22,70,15
946,6.8,8.4,10,35,1.2,15,22,50,25
947,6.8,8.4,10,35,1.2,15,22,50,20
948,6.8,8.4,10,35,1.2,15,22,50,15
949,6.8,8.4,10,35,1.2,10,30,70,25
950,6.8,8.4,10,35,1.2,10,30,70,20
951,6.8,8.4,10,35,1.2,10,30,70,15
952,6.8,8.4,10,35,1.2,10,30,50,25
953,6.8,8.4,10,35,1.2,10,30,50,20
954,6.8,8.4,10,35,1.2,10,30,50,15
955,6.8,8.4,10,35,1.2,10,22,70,25
956,6.8,8.4,10,35,1.2,10,22,70,20
957,6.8,8.4,10,35,1.2,10,22,70,15
958,6.8,8.4,10,35,1.2,10,22,50,25
959,6.8,8.4,10,35,1.2,10,22,50,20
960,6.8,8.4,10,35,1.2,10,22,50,15
961,6.8,9.2,10,50,1.5,15,30,70,25
962,6.8,9.2,10,50,1.5,15,30,70,20
963,6.8,9.2,10,50,1.5,15,30,70,15
964,6.8,9.2,10,50,1.5,15,30,50,25
965,6.8,9.2,10,50,1.5,15,30,50,20
966,6.8,9.2,10,50,1.5,15,30,50,15
967,6.8,9.2,10,50,1.5,15,22,70,25
968,6.8,9.2,10,50,1.5,15,22,70,20
969,6.8,9.2,10,50,1.5,15,22,70,15
970,6.8,9.2,10,50,1.5,15,22,50,25
971,6.8,9.2,10,50,1.5,15,22,50,20
972,6.8,9.2,10,50,1.5,15,22,50,15
973,6.8,9.2,10,50,1.5,10,30,70,25
974,6.8,9.2,10,50,1.5,10,30,70,20
975,6.8,9.2,10,50,1.5,10,30,70,15
976,6.8,9.2,10,50,1.5,10,30,50,25
977,6.8,9.2,10,50,1.5,10,30,50,20
978,6.8,9.2,10,50,1.5,10,30,50,15
979,6.8,9.2,10,50,1.5,10,22,70,25
980,6.8,9.2,10,50,1.5,10,22,70,20
981,6.8,9.2,10,50,1.5,10,22,70,15
982,6.8,9.2,10,50,1.5,10,22,50,25
983,6.8,9.2,10,50,1.5,10,22,50,20
984,6.8,9.2,10,50,1.5,10,22,50,15
985,6.8,9.2,10,50,1.2,15,30,70,25
986,6.8,9.2,10,50,1.2,15,30,70,20
987,6.8,9.2,10,50,1.2,15,30,70,15
988,6.8,9.2,10,50,1.2,15,30,50,25
989,6.8,9.2,10,50,1.2,15,30,50,20
990,6.8,9.2,10,50,1.2,15,30,50,15
991,6.8,9.2,10,50,1.2,15,22,70,25
992,6.8,9.2,10,50,1.2,15,22,70,20
993,6.8,9.2,10,50,1.2,15,22,70,15
994,6.8,9.2,10,50,1.2,15,22,50,25
995,6.8,9.2,10,50,1.2,15,22,50,20
996,6.8,9.2,10,50,1.2,15,22,50,15
997,6.8,9.2,10,50,1.2,10,30,70,25
998,6.8,9.2,10,50,1.2,10,30,70,20
999,6.8,9.2,10,50,1.2,10,30,70,15
1000,6.8,9.2,10,50,1.2,10,30,50,25
1001,6.8,9.2,10,50,1.2,10,30,50,20
1002,6.8,9.2,10,50,1.2,10,30,50,15
1003,6.8,9.2,10,50,1.2,10,22,70,25
1004,6.8,9.2,10,50,1.2,10,22,70,20
1005,6.8,9.2,10,50,1.2,10,22,70,15
1006,6.8,9.2,10,50,1.2,10,22,50,25
1007,6.8,9.2,10,50,1.2,10,22,50,20
1008,6.8,9.2,10,50,1.2,10,22,50,15
1009,6.8,9.2,10,35,1.5,15,30,70,25
1010,6.8,9.2,10,35,1.5,15,30,70,20
1011,6.8,9.2,10,35,1.5,15,30,70,15
1012,6.8,9.2,10,35,1.5,15,30,50,25
1013,6.8,9.2,10,35,1.5,15,30,50,20
1014,6.8,9.2,10,35,1.5,15,30,50,15
1015,6.8,9.2,10,35,1.5,15,22,70,25
1016,6.8,9.2,10,35,1.5,15,22,70,20
1017,6.8,9.2,10,35,1.5,15,22,70,15
1018,6.8,9.2,10,35,1.5,15,22,50,25
1019,6.8,9.2,10,35,1.5,15,22,50,20
1020,6.8,9.2,10,35,1.5,15,22,50,15
1021,6.8,9.2,10,35,1.5,10,30,70,25
1022,6.8,9.2,10,35,1.5,10,30,70,20
1023,6.8,9.2,10,35,1.5,10,30,70,15
1024,6.8,9.2,10,35,1.5,10,30,50,25
1025,6.8,9.2,10,35,1.5,10,30,50,20
1026,6.8,9.2,10,35,1.5,10,30,50,15
1027,6.8,9.2,10,35,1.5,10,22,70,25
1028,6.8,9.2,10,35,1.5,10,22,70,20
1029,6.8,9.2,10,35,1.5,10,22,70,15
1030,6.8,9.2,10,35,1.5,10,22,50,25
1031,6.8,9.2,10,35,1.5,10,22,50,20
1032,6.8,9.2,10,35,1.5,10,22,50,15
1033,6.8,9.2,10,35,1.2,15,30,70,25
1034,6.8,9.2,10,35,1.2,15,30,70,20
1035,6.8,9.2,10,35,1.2,15,30,70,15
1036,6.8,9.2,10,35,1.2,15,30,50,25
1037,6.8,9.2,10,35,1.2,15,30,50,20
1038,6.8,9.2,10,35,1.2,15,30,50,15
1039,6.8,9.2,10,35,1.2,15,22,70,25
1040,6.8,9.2,10,35,1.2,15,22,70,20
1041,6.8,9.2,10,35,1.2,15,22,70,15
1042,6.8,9.2,10,35,1.2,15,22,50,25
1043,6.8,9.2,10,35,1.2,15,22,50,20
1044,6.8,9.2,10,35,1.2,15,22,50,15
1045,6.8,9.2,10,35,1.2,10,30,70,25
1046,6.8,9.2,10,35,1.2,10,30,70,20
1047,6.8,9.2,10,35,1.2,10,30,70,15
1048,6.8,9.2,10,35,1.2,10,30,50,25
1049,6.8,9.2,10,35,1.2,10,30,50,20
1050,6.8,9.2,10,35,1.2,10,30,50,15
1051,6.8,9.2,10,35,1.2,10,22,70,25
1052,6.8,9.2,10,35,1.2,10,22,70,20
1053,6.8,9.2,10,35,1.2,10,22,70,15
1054,6.8,9.2,10,35,1.2,10,22,50,25
1055,6.8,9.2,10,35,1.2,10,22,50,20
1056,6.8,9.2,10,35,1.2,10,22,50,15
1057,6.8,10,10,50,1.5,15,30,70,25
1058,6.8,10,10,50,1.5,15,30,70,20
1059,6.8,10,10,50,1.5,15,30,70,15
1060,6.8,10,10,50,1.5,15,30,50,25
1061,6.8,10,10,50,1.5,15,30,50,20
1062,6.8,10,10,50,1.5,15,30,50,15
1063,6.8,10,10,50,1.5,15,22,70,25
1064,6.8,10,10,50,1.5,15,22,70,20
1065,6.8,10,10,50,1.5,15,22,70,15
1066,6.8,10,10,50,1.5,15,22,50,25
1067,6.8,10,10,50,1.5,15,22,50,20
1068,6.8,10,10,50,1.5,15,22,50,15
1069,6.8,10,10,50,1.5,10,30,70,25
1070,6.8,10,10,50,1.5,10,30,70,20
1071,6.8,10,10,50,1.5,10,30,70,15
1072,6.8,10,10,50,1.5,10,30,50,25
1073,6.8,10,10,50,1.5,10,30,50,20
1074,6.8,10,10,50,1.5,10,30,50,15
1075,6.8,10,10,50,1.5,10,22,70,25
1076,6.8,10,10,50,1.5,10,22,70,20
1077,6.8,10,10,50,1.5,10,22,70,15
1078,6.8,10,10,50,1.5,10,22,50,25
1079,6.8,10,10,50,1.5,10,22,50,20
1080,6.8,10,10,50,1.5,10,22,50,15
1081,6.8,10,10,50,1.2,15,30,70,25
1082,6.8,10,10,50,1.2,15,30,70,20
1083,6.8,10,10,50,1.2,15,30,70,15
1084,6.8,10,10,50,1.2,15,30,50,25
1085,6.8,10,10,50,1.2,15,30,50,20
1086,6.8,10,10,50,1.2,15,30,50,15
1087,6.8,10,10,50,1.2,15,22,70,25
1088,6.8,10,10,50,1.2,15,22,70,20
1089,6.8,10,10,50,1.2,15,22,70,15
1090,6.8,10,10,50,1.2,15,22,50,25
1091,6.8,10,10,50,1.2,15,22,50,20
1092,6.8,10,10,50,1.2,15,22,50,15
1093,6.8,10,10,50,1.2,10,30,70,25
1094,6.8,10,10,50,1.2,10,30,70,20
1095,6.8,10,10,50,1.2,10,30,70,15
1096,6.8,10,10,50,1.2,10,30,50,25
1097,6.8,10,10,50,1.2,10,30,50,20
1098,6.8,10,10,50,1.2,10,30,50,15
1099,6.8,10,10,50,1.2,10,22,70,25
1100,6.8,10,10,50,1.2,10,22,70,20
1101,6.8,10,10,50,1.2,10,22,70,15
1102,6.8,10,10,50,1.2,10,22,50,25
1103,6.8,10,10,50,1.2,10,22,50,20
1104,6.8,10,10,50,1.2,10,22,50,15
1105,6.8,10,10,35,1.5,15,30,70,25
1106,6.8,10,10,35,1.5,15,30,70,20
1107,6.8,10,10,35,1.5,15,30,70,15
1108,6.8,10,10,35,1.5,15,30,50,25
1109,6.8,10,10,35,1.5,15,30,50,20
1110,6.8,10,10,35,1.5,15,30,50,15
1111,6.8,10,10,35,1.5,15,22,70,25
1112,6.8,10,10,35,1.5,15,22,70,20
1113,6.8,10,10,35,1.5,15,22,70,15
1114,6.8,10,10,35,1.5,15,22,50,25
1115,6.8,10,10,35,1.5,15,22,50,20
1116,6.8,10,10,35,1.5,15,22,50,15
1117,6.8,10,10,35,1.5,10,30,70,25
1118,6.8,10,10,35,1.5,10,30,70,20
1119,6.8,10,10,35,1.5,10,30,70,15
1120,6.8,10,10,35,1.5,10,30,50,25
1121,6.8,10,10,35,1.5,10,30,50,20
1122,6.8,10,10,35,1.5,10,30,50,15
1123,6.8,10,10,35,1.5,10,22,70,25
1124,6.8,10,10,35,1.5,10,22,70,20
1125,6.8,10,10,35,1.5,10,22,70,15
1126,6.8,10,10,35,1.5,10,22,50,25
1127,6.8,10,10,35,1.5,10,22,50,20
1128,6.8,10,10,35,1.5,10,22,50,15
1129,6.8,10,10,35,1.2,15,30,70,25
1130,6.8,10,10,35,1.2,15,30,70,20
1131,6.8,10,10,35,1.2,15,30,70,15
1132,6.8,10,10,35,1.2,15,30,50,25
