"sim_calib_id","b1_calib_id","b2_calib_id","m1_calib_id","m2_calib_id","m3_calib_id","m4_calib_id"
547,6.4,6,"1-H","2-L","3-H","4-L"
548,6.4,6,"1-H","2-L","3-H","4-M"
549,6.4,6,"1-H","2-L","3-H","4-H"
550,6.4,6,"1-H","2-M","3-L","4-L"
551,6.4,6,"1-H","2-M","3-L","4-M"
552,6.4,6,"1-H","2-M","3-L","4-H"
553,6.4,6,"1-H","2-M","3-M","4-L"
554,6.4,6,"1-H","2-M","3-M","4-M"
555,6.4,6,"1-H","2-M","3-M","4-H"
556,6.4,6,"1-H","2-M","3-H","4-L"
557,6.4,6,"1-H","2-M","3-H","4-M"
558,6.4,6,"1-H","2-M","3-H","4-H"
559,6.4,6,"1-H","2-H","3-L","4-L"
560,6.4,6,"1-H","2-H","3-L","4-M"
561,6.4,6,"1-H","2-H","3-L","4-H"
562,6.4,6,"1-H","2-H","3-M","4-L"
563,6.4,6,"1-H","2-H","3-M","4-M"
564,6.4,6,"1-H","2-H","3-M","4-H"
565,6.4,6,"1-H","2-H","3-H","4-L"
566,6.4,6,"1-H","2-H","3-H","4-M"
567,6.4,6,"1-H","2-H","3-H","4-H"
568,6.4,6.4,"1-L","2-L","3-L","4-L"
569,6.4,6.4,"1-L","2-L","3-L","4-M"
570,6.4,6.4,"1-L","2-L","3-L","4-H"
571,6.4,6.4,"1-L","2-L","3-M","4-L"
572,6.4,6.4,"1-L","2-L","3-M","4-M"
573,6.4,6.4,"1-L","2-L","3-M","4-H"
574,6.4,6.4,"1-L","2-L","3-H","4-L"
575,6.4,6.4,"1-L","2-L","3-H","4-M"
576,6.4,6.4,"1-L","2-L","3-H","4-H"
577,6.4,6.4,"1-L","2-M","3-L","4-L"
578,6.4,6.4,"1-L","2-M","3-L","4-M"
579,6.4,6.4,"1-L","2-M","3-L","4-H"
580,6.4,6.4,"1-L","2-M","3-M","4-L"
581,6.4,6.4,"1-L","2-M","3-M","4-M"
582,6.4,6.4,"1-L","2-M","3-M","4-H"
583,6.4,6.4,"1-L","2-M","3-H","4-L"
584,6.4,6.4,"1-L","2-M","3-H","4-M"
585,6.4,6.4,"1-L","2-M","3-H","4-H"
586,6.4,6.4,"1-L","2-H","3-L","4-L"
587,6.4,6.4,"1-L","2-H","3-L","4-M"
588,6.4,6.4,"1-L","2-H","3-L","4-H"
589,6.4,6.4,"1-L","2-H","3-M","4-L"
590,6.4,6.4,"1-L","2-H","3-M","4-M"
591,6.4,6.4,"1-L","2-H","3-M","4-H"
592,6.4,6.4,"1-L","2-H","3-H","4-L"
593,6.4,6.4,"1-L","2-H","3-H","4-M"
594,6.4,6.4,"1-L","2-H","3-H","4-H"
595,6.4,6.4,"1-M","2-L","3-L","4-L"
596,6.4,6.4,"1-M","2-L","3-L","4-M"
597,6.4,6.4,"1-M","2-L","3-L","4-H"
598,6.4,6.4,"1-M","2-L","3-M","4-L"
599,6.4,6.4,"1-M","2-L","3-M","4-M"
600,6.4,6.4,"1-M","2-L","3-M","4-H"
601,6.4,6.4,"1-M","2-L","3-H","4-L"
602,6.4,6.4,"1-M","2-L","3-H","4-M"
603,6.4,6.4,"1-M","2-L","3-H","4-H"
604,6.4,6.4,"1-M","2-M","3-L","4-L"
605,6.4,6.4,"1-M","2-M","3-L","4-M"
606,6.4,6.4,"1-M","2-M","3-L","4-H"
607,6.4,6.4,"1-M","2-M","3-M","4-L"
608,6.4,6.4,"1-M","2-M","3-M","4-M"
609,6.4,6.4,"1-M","2-M","3-M","4-H"
610,6.4,6.4,"1-M","2-M","3-H","4-L"
611,6.4,6.4,"1-M","2-M","3-H","4-M"
612,6.4,6.4,"1-M","2-M","3-H","4-H"
613,6.4,6.4,"1-M","2-H","3-L","4-L"
614,6.4,6.4,"1-M","2-H","3-L","4-M"
615,6.4,6.4,"1-M","2-H","3-L","4-H"
616,6.4,6.4,"1-M","2-H","3-M","4-L"
617,6.4,6.4,"1-M","2-H","3-M","4-M"
618,6.4,6.4,"1-M","2-H","3-M","4-H"
619,6.4,6.4,"1-M","2-H","3-H","4-L"
620,6.4,6.4,"1-M","2-H","3-H","4-M"
621,6.4,6.4,"1-M","2-H","3-H","4-H"
622,6.4,6.4,"1-H","2-L","3-L","4-L"
623,6.4,6.4,"1-H","2-L","3-L","4-M"
624,6.4,6.4,"1-H","2-L","3-L","4-H"
625,6.4,6.4,"1-H","2-L","3-M","4-L"
626,6.4,6.4,"1-H","2-L","3-M","4-M"
627,6.4,6.4,"1-H","2-L","3-M","4-H"
628,6.4,6.4,"1-H","2-L","3-H","4-L"
629,6.4,6.4,"1-H","2-L","3-H","4-M"
630,6.4,6.4,"1-H","2-L","3-H","4-H"
631,6.4,6.4,"1-H","2-M","3-L","4-L"
632,6.4,6.4,"1-H","2-M","3-L","4-M"
633,6.4,6.4,"1-H","2-M","3-L","4-H"
634,6.4,6.4,"1-H","2-M","3-M","4-L"
635,6.4,6.4,"1-H","2-M","3-M","4-M"
636,6.4,6.4,"1-H","2-M","3-M","4-H"
637,6.4,6.4,"1-H","2-M","3-H","4-L"
638,6.4,6.4,"1-H","2-M","3-H","4-M"
639,6.4,6.4,"1-H","2-M","3-H","4-H"
640,6.4,6.4,"1-H","2-H","3-L","4-L"
641,6.4,6.4,"1-H","2-H","3-L","4-M"
642,6.4,6.4,"1-H","2-H","3-L","4-H"
643,6.4,6.4,"1-H","2-H","3-M","4-L"
644,6.4,6.4,"1-H","2-H","3-M","4-M"
645,6.4,6.4,"1-H","2-H","3-M","4-H"
646,6.4,6.4,"1-H","2-H","3-H","4-L"
647,6.4,6.4,"1-H","2-H","3-H","4-M"
648,6.4,6.4,"1-H","2-H","3-H","4-H"
649,6.4,6.8,"1-L","2-L","3-L","4-L"
650,6.4,6.8,"1-L","2-L","3-L","4-M"
651,6.4,6.8,"1-L","2-L","3-L","4-H"
652,6.4,6.8,"1-L","2-L","3-M","4-L"
653,6.4,6.8,"1-L","2-L","3-M","4-M"
654,6.4,6.8,"1-L","2-L","3-M","4-H"
655,6.4,6.8,"1-L","2-L","3-H","4-L"
656,6.4,6.8,"1-L","2-L","3-H","4-M"
657,6.4,6.8,"1-L","2-L","3-H","4-H"
658,6.4,6.8,"1-L","2-M","3-L","4-L"
659,6.4,6.8,"1-L","2-M","3-L","4-M"
660,6.4,6.8,"1-L","2-M","3-L","4-H"
661,6.4,6.8,"1-L","2-M","3-M","4-L"
662,6.4,6.8,"1-L","2-M","3-M","4-M"
663,6.4,6.8,"1-L","2-M","3-M","4-H"
664,6.4,6.8,"1-L","2-M","3-H","4-L"
665,6.4,6.8,"1-L","2-M","3-H","4-M"
666,6.4,6.8,"1-L","2-M","3-H","4-H"
667,6.4,6.8,"1-L","2-H","3-L","4-L"
668,6.4,6.8,"1-L","2-H","3-L","4-M"
669,6.4,6.8,"1-L","2-H","3-L","4-H"
670,6.4,6.8,"1-L","2-H","3-M","4-L"
671,6.4,6.8,"1-L","2-H","3-M","4-M"
672,6.4,6.8,"1-L","2-H","3-M","4-H"
673,6.4,6.8,"1-L","2-H","3-H","4-L"
674,6.4,6.8,"1-L","2-H","3-H","4-M"
675,6.4,6.8,"1-L","2-H","3-H","4-H"
676,6.4,6.8,"1-M","2-L","3-L","4-L"
677,6.4,6.8,"1-M","2-L","3-L","4-M"
678,6.4,6.8,"1-M","2-L","3-L","4-H"
679,6.4,6.8,"1-M","2-L","3-M","4-L"
680,6.4,6.8,"1-M","2-L","3-M","4-M"
681,6.4,6.8,"1-M","2-L","3-M","4-H"
682,6.4,6.8,"1-M","2-L","3-H","4-L"
683,6.4,6.8,"1-M","2-L","3-H","4-M"
684,6.4,6.8,"1-M","2-L","3-H","4-H"
685,6.4,6.8,"1-M","2-M","3-L","4-L"
686,6.4,6.8,"1-M","2-M","3-L","4-M"
687,6.4,6.8,"1-M","2-M","3-L","4-H"
688,6.4,6.8,"1-M","2-M","3-M","4-L"
689,6.4,6.8,"1-M","2-M","3-M","4-M"
690,6.4,6.8,"1-M","2-M","3-M","4-H"
691,6.4,6.8,"1-M","2-M","3-H","4-L"
692,6.4,6.8,"1-M","2-M","3-H","4-M"
693,6.4,6.8,"1-M","2-M","3-H","4-H"
694,6.4,6.8,"1-M","2-H","3-L","4-L"
695,6.4,6.8,"1-M","2-H","3-L","4-M"
696,6.4,6.8,"1-M","2-H","3-L","4-H"
697,6.4,6.8,"1-M","2-H","3-M","4-L"
698,6.4,6.8,"1-M","2-H","3-M","4-M"
699,6.4,6.8,"1-M","2-H","3-M","4-H"
700,6.4,6.8,"1-M","2-H","3-H","4-L"
701,6.4,6.8,"1-M","2-H","3-H","4-M"
702,6.4,6.8,"1-M","2-H","3-H","4-H"
703,6.4,6.8,"1-H","2-L","3-L","4-L"
704,6.4,6.8,"1-H","2-L","3-L","4-M"
705,6.4,6.8,"1-H","2-L","3-L","4-H"
706,6.4,6.8,"1-H","2-L","3-M","4-L"
707,6.4,6.8,"1-H","2-L","3-M","4-M"
708,6.4,6.8,"1-H","2-L","3-M","4-H"
709,6.4,6.8,"1-H","2-L","3-H","4-L"
710,6.4,6.8,"1-H","2-L","3-H","4-M"
711,6.4,6.8,"1-H","2-L","3-H","4-H"
712,6.4,6.8,"1-H","2-M","3-L","4-L"
713,6.4,6.8,"1-H","2-M","3-L","4-M"
714,6.4,6.8,"1-H","2-M","3-L","4-H"
715,6.4,6.8,"1-H","2-M","3-M","4-L"
716,6.4,6.8,"1-H","2-M","3-M","4-M"
717,6.4,6.8,"1-H","2-M","3-M","4-H"
718,6.4,6.8,"1-H","2-M","3-H","4-L"
719,6.4,6.8,"1-H","2-M","3-H","4-M"
720,6.4,6.8,"1-H","2-M","3-H","4-H"
721,6.4,6.8,"1-H","2-H","3-L","4-L"
722,6.4,6.8,"1-H","2-H","3-L","4-M"
723,6.4,6.8,"1-H","2-H","3-L","4-H"
724,6.4,6.8,"1-H","2-H","3-M","4-L"
725,6.4,6.8,"1-H","2-H","3-M","4-M"
726,6.4,6.8,"1-H","2-H","3-M","4-H"
727,6.4,6.8,"1-H","2-H","3-H","4-L"
728,6.4,6.8,"1-H","2-H","3-H","4-M"
729,6.4,6.8,"1-H","2-H","3-H","4-H"
730,6.4,7.2,"1-L","2-L","3-L","4-L"
731,6.4,7.2,"1-L","2-L","3-L","4-M"
732,6.4,7.2,"1-L","2-L","3-L","4-H"
733,6.4,7.2,"1-L","2-L","3-M","4-L"
734,6.4,7.2,"1-L","2-L","3-M","4-M"
735,6.4,7.2,"1-L","2-L","3-M","4-H"
736,6.4,7.2,"1-L","2-L","3-H","4-L"
737,6.4,7.2,"1-L","2-L","3-H","4-M"
738,6.4,7.2,"1-L","2-L","3-H","4-H"
739,6.4,7.2,"1-L","2-M","3-L","4-L"
740,6.4,7.2,"1-L","2-M","3-L","4-M"
741,6.4,7.2,"1-L","2-M","3-L","4-H"
742,6.4,7.2,"1-L","2-M","3-M","4-L"
743,6.4,7.2,"1-L","2-M","3-M","4-M"
744,6.4,7.2,"1-L","2-M","3-M","4-H"
745,6.4,7.2,"1-L","2-M","3-H","4-L"
746,6.4,7.2,"1-L","2-M","3-H","4-M"
747,6.4,7.2,"1-L","2-M","3-H","4-H"
748,6.4,7.2,"1-L","2-H","3-L","4-L"
749,6.4,7.2,"1-L","2-H","3-L","4-M"
750,6.4,7.2,"1-L","2-H","3-L","4-H"
751,6.4,7.2,"1-L","2-H","3-M","4-L"
752,6.4,7.2,"1-L","2-H","3-M","4-M"
753,6.4,7.2,"1-L","2-H","3-M","4-H"
754,6.4,7.2,"1-L","2-H","3-H","4-L"
755,6.4,7.2,"1-L","2-H","3-H","4-M"
756,6.4,7.2,"1-L","2-H","3-H","4-H"
757,6.4,7.2,"1-M","2-L","3-L","4-L"
758,6.4,7.2,"1-M","2-L","3-L","4-M"
759,6.4,7.2,"1-M","2-L","3-L","4-H"
760,6.4,7.2,"1-M","2-L","3-M","4-L"
761,6.4,7.2,"1-M","2-L","3-M","4-M"
762,6.4,7.2,"1-M","2-L","3-M","4-H"
763,6.4,7.2,"1-M","2-L","3-H","4-L"
764,6.4,7.2,"1-M","2-L","3-H","4-M"
765,6.4,7.2,"1-M","2-L","3-H","4-H"
766,6.4,7.2,"1-M","2-M","3-L","4-L"
767,6.4,7.2,"1-M","2-M","3-L","4-M"
768,6.4,7.2,"1-M","2-M","3-L","4-H"
769,6.4,7.2,"1-M","2-M","3-M","4-L"
770,6.4,7.2,"1-M","2-M","3-M","4-M"
771,6.4,7.2,"1-M","2-M","3-M","4-H"
772,6.4,7.2,"1-M","2-M","3-H","4-L"
773,6.4,7.2,"1-M","2-M","3-H","4-M"
774,6.4,7.2,"1-M","2-M","3-H","4-H"
775,6.4,7.2,"1-M","2-H","3-L","4-L"
776,6.4,7.2,"1-M","2-H","3-L","4-M"
777,6.4,7.2,"1-M","2-H","3-L","4-H"
778,6.4,7.2,"1-M","2-H","3-M","4-L"
779,6.4,7.2,"1-M","2-H","3-M","4-M"
780,6.4,7.2,"1-M","2-H","3-M","4-H"
781,6.4,7.2,"1-M","2-H","3-H","4-L"
782,6.4,7.2,"1-M","2-H","3-H","4-M"
783,6.4,7.2,"1-M","2-H","3-H","4-H"
784,6.4,7.2,"1-H","2-L","3-L","4-L"
785,6.4,7.2,"1-H","2-L","3-L","4-M"
786,6.4,7.2,"1-H","2-L","3-L","4-H"
787,6.4,7.2,"1-H","2-L","3-M","4-L"
788,6.4,7.2,"1-H","2-L","3-M","4-M"
789,6.4,7.2,"1-H","2-L","3-M","4-H"
790,6.4,7.2,"1-H","2-L","3-H","4-L"
791,6.4,7.2,"1-H","2-L","3-H","4-M"
792,6.4,7.2,"1-H","2-L","3-H","4-H"
793,6.4,7.2,"1-H","2-M","3-L","4-L"
794,6.4,7.2,"1-H","2-M","3-L","4-M"
795,6.4,7.2,"1-H","2-M","3-L","4-H"
796,6.4,7.2,"1-H","2-M","3-M","4-L"
797,6.4,7.2,"1-H","2-M","3-M","4-M"
798,6.4,7.2,"1-H","2-M","3-M","4-H"
799,6.4,7.2,"1-H","2-M","3-H","4-L"
800,6.4,7.2,"1-H","2-M","3-H","4-M"
801,6.4,7.2,"1-H","2-M","3-H","4-H"
802,6.4,7.2,"1-H","2-H","3-L","4-L"
803,6.4,7.2,"1-H","2-H","3-L","4-M"
804,6.4,7.2,"1-H","2-H","3-L","4-H"
805,6.4,7.2,"1-H","2-H","3-M","4-L"
806,6.4,7.2,"1-H","2-H","3-M","4-M"
807,6.4,7.2,"1-H","2-H","3-M","4-H"
808,6.4,7.2,"1-H","2-H","3-H","4-L"
809,6.4,7.2,"1-H","2-H","3-H","4-M"
810,6.4,7.2,"1-H","2-H","3-H","4-H"
811,6.4,7.6,"1-L","2-L","3-L","4-L"
812,6.4,7.6,"1-L","2-L","3-L","4-M"
813,6.4,7.6,"1-L","2-L","3-L","4-H"
814,6.4,7.6,"1-L","2-L","3-M","4-L"
815,6.4,7.6,"1-L","2-L","3-M","4-M"
816,6.4,7.6,"1-L","2-L","3-M","4-H"
817,6.4,7.6,"1-L","2-L","3-H","4-L"
818,6.4,7.6,"1-L","2-L","3-H","4-M"
819,6.4,7.6,"1-L","2-L","3-H","4-H"
820,6.4,7.6,"1-L","2-M","3-L","4-L"
821,6.4,7.6,"1-L","2-M","3-L","4-M"
822,6.4,7.6,"1-L","2-M","3-L","4-H"
823,6.4,7.6,"1-L","2-M","3-M","4-L"
824,6.4,7.6,"1-L","2-M","3-M","4-M"
825,6.4,7.6,"1-L","2-M","3-M","4-H"
826,6.4,7.6,"1-L","2-M","3-H","4-L"
827,6.4,7.6,"1-L","2-M","3-H","4-M"
828,6.4,7.6,"1-L","2-M","3-H","4-H"
829,6.4,7.6,"1-L","2-H","3-L","4-L"
830,6.4,7.6,"1-L","2-H","3-L","4-M"
831,6.4,7.6,"1-L","2-H","3-L","4-H"
832,6.4,7.6,"1-L","2-H","3-M","4-L"
833,6.4,7.6,"1-L","2-H","3-M","4-M"
834,6.4,7.6,"1-L","2-H","3-M","4-H"
835,6.4,7.6,"1-L","2-H","3-H","4-L"
836,6.4,7.6,"1-L","2-H","3-H","4-M"
837,6.4,7.6,"1-L","2-H","3-H","4-H"
838,6.4,7.6,"1-M","2-L","3-L","4-L"
839,6.4,7.6,"1-M","2-L","3-L","4-M"
840,6.4,7.6,"1-M","2-L","3-L","4-H"
841,6.4,7.6,"1-M","2-L","3-M","4-L"
842,6.4,7.6,"1-M","2-L","3-M","4-M"
843,6.4,7.6,"1-M","2-L","3-M","4-H"
844,6.4,7.6,"1-M","2-L","3-H","4-L"
845,6.4,7.6,"1-M","2-L","3-H","4-M"
846,6.4,7.6,"1-M","2-L","3-H","4-H"
847,6.4,7.6,"1-M","2-M","3-L","4-L"
848,6.4,7.6,"1-M","2-M","3-L","4-M"
849,6.4,7.6,"1-M","2-M","3-L","4-H"
850,6.4,7.6,"1-M","2-M","3-M","4-L"
851,6.4,7.6,"1-M","2-M","3-M","4-M"
852,6.4,7.6,"1-M","2-M","3-M","4-H"
853,6.4,7.6,"1-M","2-M","3-H","4-L"
854,6.4,7.6,"1-M","2-M","3-H","4-M"
855,6.4,7.6,"1-M","2-M","3-H","4-H"
856,6.4,7.6,"1-M","2-H","3-L","4-L"
857,6.4,7.6,"1-M","2-H","3-L","4-M"
858,6.4,7.6,"1-M","2-H","3-L","4-H"
859,6.4,7.6,"1-M","2-H","3-M","4-L"
860,6.4,7.6,"1-M","2-H","3-M","4-M"
861,6.4,7.6,"1-M","2-H","3-M","4-H"
862,6.4,7.6,"1-M","2-H","3-H","4-L"
863,6.4,7.6,"1-M","2-H","3-H","4-M"
864,6.4,7.6,"1-M","2-H","3-H","4-H"
865,6.4,7.6,"1-H","2-L","3-L","4-L"
866,6.4,7.6,"1-H","2-L","3-L","4-M"
867,6.4,7.6,"1-H","2-L","3-L","4-H"
868,6.4,7.6,"1-H","2-L","3-M","4-L"
869,6.4,7.6,"1-H","2-L","3-M","4-M"
870,6.4,7.6,"1-H","2-L","3-M","4-H"
871,6.4,7.6,"1-H","2-L","3-H","4-L"
872,6.4,7.6,"1-H","2-L","3-H","4-M"
873,6.4,7.6,"1-H","2-L","3-H","4-H"
874,6.4,7.6,"1-H","2-M","3-L","4-L"
875,6.4,7.6,"1-H","2-M","3-L","4-M"
876,6.4,7.6,"1-H","2-M","3-L","4-H"
877,6.4,7.6,"1-H","2-M","3-M","4-L"
878,6.4,7.6,"1-H","2-M","3-M","4-M"
879,6.4,7.6,"1-H","2-M","3-M","4-H"
880,6.4,7.6,"1-H","2-M","3-H","4-L"
881,6.4,7.6,"1-H","2-M","3-H","4-M"
882,6.4,7.6,"1-H","2-M","3-H","4-H"
883,6.4,7.6,"1-H","2-H","3-L","4-L"
884,6.4,7.6,"1-H","2-H","3-L","4-M"
885,6.4,7.6,"1-H","2-H","3-L","4-H"
886,6.4,7.6,"1-H","2-H","3-M","4-L"
887,6.4,7.6,"1-H","2-H","3-M","4-M"
888,6.4,7.6,"1-H","2-H","3-M","4-H"
889,6.4,7.6,"1-H","2-H","3-H","4-L"
890,6.4,7.6,"1-H","2-H","3-H","4-M"
891,6.4,7.6,"1-H","2-H","3-H","4-H"
892,6.4,8,"1-L","2-L","3-L","4-L"
893,6.4,8,"1-L","2-L","3-L","4-M"
894,6.4,8,"1-L","2-L","3-L","4-H"
895,6.4,8,"1-L","2-L","3-M","4-L"
896,6.4,8,"1-L","2-L","3-M","4-M"
897,6.4,8,"1-L","2-L","3-M","4-H"
898,6.4,8,"1-L","2-L","3-H","4-L"
899,6.4,8,"1-L","2-L","3-H","4-M"
900,6.4,8,"1-L","2-L","3-H","4-H"
901,6.4,8,"1-L","2-M","3-L","4-L"
902,6.4,8,"1-L","2-M","3-L","4-M"
903,6.4,8,"1-L","2-M","3-L","4-H"
904,6.4,8,"1-L","2-M","3-M","4-L"
905,6.4,8,"1-L","2-M","3-M","4-M"
906,6.4,8,"1-L","2-M","3-M","4-H"
907,6.4,8,"1-L","2-M","3-H","4-L"
908,6.4,8,"1-L","2-M","3-H","4-M"
909,6.4,8,"1-L","2-M","3-H","4-H"
910,6.4,8,"1-L","2-H","3-L","4-L"
911,6.4,8,"1-L","2-H","3-L","4-M"
912,6.4,8,"1-L","2-H","3-L","4-H"
913,6.4,8,"1-L","2-H","3-M","4-L"
914,6.4,8,"1-L","2-H","3-M","4-M"
915,6.4,8,"1-L","2-H","3-M","4-H"
916,6.4,8,"1-L","2-H","3-H","4-L"
917,6.4,8,"1-L","2-H","3-H","4-M"
918,6.4,8,"1-L","2-H","3-H","4-H"
919,6.4,8,"1-M","2-L","3-L","4-L"
920,6.4,8,"1-M","2-L","3-L","4-M"
921,6.4,8,"1-M","2-L","3-L","4-H"
922,6.4,8,"1-M","2-L","3-M","4-L"
923,6.4,8,"1-M","2-L","3-M","4-M"
924,6.4,8,"1-M","2-L","3-M","4-H"
925,6.4,8,"1-M","2-L","3-H","4-L"
926,6.4,8,"1-M","2-L","3-H","4-M"
927,6.4,8,"1-M","2-L","3-H","4-H"
928,6.4,8,"1-M","2-M","3-L","4-L"
929,6.4,8,"1-M","2-M","3-L","4-M"
930,6.4,8,"1-M","2-M","3-L","4-H"
931,6.4,8,"1-M","2-M","3-M","4-L"
932,6.4,8,"1-M","2-M","3-M","4-M"
933,6.4,8,"1-M","2-M","3-M","4-H"
934,6.4,8,"1-M","2-M","3-H","4-L"
935,6.4,8,"1-M","2-M","3-H","4-M"
936,6.4,8,"1-M","2-M","3-H","4-H"
937,6.4,8,"1-M","2-H","3-L","4-L"
938,6.4,8,"1-M","2-H","3-L","4-M"
939,6.4,8,"1-M","2-H","3-L","4-H"
940,6.4,8,"1-M","2-H","3-M","4-L"
941,6.4,8,"1-M","2-H","3-M","4-M"
942,6.4,8,"1-M","2-H","3-M","4-H"
943,6.4,8,"1-M","2-H","3-H","4-L"
944,6.4,8,"1-M","2-H","3-H","4-M"
945,6.4,8,"1-M","2-H","3-H","4-H"
946,6.4,8,"1-H","2-L","3-L","4-L"
947,6.4,8,"1-H","2-L","3-L","4-M"
948,6.4,8,"1-H","2-L","3-L","4-H"
949,6.4,8,"1-H","2-L","3-M","4-L"
950,6.4,8,"1-H","2-L","3-M","4-M"
951,6.4,8,"1-H","2-L","3-M","4-H"
952,6.4,8,"1-H","2-L","3-H","4-L"
953,6.4,8,"1-H","2-L","3-H","4-M"
954,6.4,8,"1-H","2-L","3-H","4-H"
955,6.4,8,"1-H","2-M","3-L","4-L"
956,6.4,8,"1-H","2-M","3-L","4-M"
957,6.4,8,"1-H","2-M","3-L","4-H"
958,6.4,8,"1-H","2-M","3-M","4-L"
959,6.4,8,"1-H","2-M","3-M","4-M"
960,6.4,8,"1-H","2-M","3-M","4-H"
961,6.4,8,"1-H","2-M","3-H","4-L"
962,6.4,8,"1-H","2-M","3-H","4-M"
963,6.4,8,"1-H","2-M","3-H","4-H"
964,6.4,8,"1-H","2-H","3-L","4-L"
965,6.4,8,"1-H","2-H","3-L","4-M"
966,6.4,8,"1-H","2-H","3-L","4-H"
967,6.4,8,"1-H","2-H","3-M","4-L"
968,6.4,8,"1-H","2-H","3-M","4-M"
969,6.4,8,"1-H","2-H","3-M","4-H"
970,6.4,8,"1-H","2-H","3-H","4-L"
971,6.4,8,"1-H","2-H","3-H","4-M"
972,6.4,8,"1-H","2-H","3-H","4-H"
973,6.8,6,"1-L","2-L","3-L","4-L"
974,6.8,6,"1-L","2-L","3-L","4-M"
975,6.8,6,"1-L","2-L","3-L","4-H"
976,6.8,6,"1-L","2-L","3-M","4-L"
977,6.8,6,"1-L","2-L","3-M","4-M"
978,6.8,6,"1-L","2-L","3-M","4-H"
979,6.8,6,"1-L","2-L","3-H","4-L"
980,6.8,6,"1-L","2-L","3-H","4-M"
981,6.8,6,"1-L","2-L","3-H","4-H"
982,6.8,6,"1-L","2-M","3-L","4-L"
983,6.8,6,"1-L","2-M","3-L","4-M"
984,6.8,6,"1-L","2-M","3-L","4-H"
985,6.8,6,"1-L","2-M","3-M","4-L"
986,6.8,6,"1-L","2-M","3-M","4-M"
987,6.8,6,"1-L","2-M","3-M","4-H"
988,6.8,6,"1-L","2-M","3-H","4-L"
989,6.8,6,"1-L","2-M","3-H","4-M"
990,6.8,6,"1-L","2-M","3-H","4-H"
991,6.8,6,"1-L","2-H","3-L","4-L"
992,6.8,6,"1-L","2-H","3-L","4-M"
993,6.8,6,"1-L","2-H","3-L","4-H"
994,6.8,6,"1-L","2-H","3-M","4-L"
995,6.8,6,"1-L","2-H","3-M","4-M"
996,6.8,6,"1-L","2-H","3-M","4-H"
997,6.8,6,"1-L","2-H","3-H","4-L"
998,6.8,6,"1-L","2-H","3-H","4-M"
999,6.8,6,"1-L","2-H","3-H","4-H"
1000,6.8,6,"1-M","2-L","3-L","4-L"
1001,6.8,6,"1-M","2-L","3-L","4-M"
1002,6.8,6,"1-M","2-L","3-L","4-H"
1003,6.8,6,"1-M","2-L","3-M","4-L"
1004,6.8,6,"1-M","2-L","3-M","4-M"
1005,6.8,6,"1-M","2-L","3-M","4-H"
1006,6.8,6,"1-M","2-L","3-H","4-L"
1007,6.8,6,"1-M","2-L","3-H","4-M"
1008,6.8,6,"1-M","2-L","3-H","4-H"
1009,6.8,6,"1-M","2-M","3-L","4-L"
1010,6.8,6,"1-M","2-M","3-L","4-M"
1011,6.8,6,"1-M","2-M","3-L","4-H"
1012,6.8,6,"1-M","2-M","3-M","4-L"
1013,6.8,6,"1-M","2-M","3-M","4-M"
1014,6.8,6,"1-M","2-M","3-M","4-H"
1015,6.8,6,"1-M","2-M","3-H","4-L"
1016,6.8,6,"1-M","2-M","3-H","4-M"
1017,6.8,6,"1-M","2-M","3-H","4-H"
1018,6.8,6,"1-M","2-H","3-L","4-L"
1019,6.8,6,"1-M","2-H","3-L","4-M"
1020,6.8,6,"1-M","2-H","3-L","4-H"
1021,6.8,6,"1-M","2-H","3-M","4-L"
1022,6.8,6,"1-M","2-H","3-M","4-M"
1023,6.8,6,"1-M","2-H","3-M","4-H"
1024,6.8,6,"1-M","2-H","3-H","4-L"
1025,6.8,6,"1-M","2-H","3-H","4-M"
1026,6.8,6,"1-M","2-H","3-H","4-H"
1027,6.8,6,"1-H","2-L","3-L","4-L"
1028,6.8,6,"1-H","2-L","3-L","4-M"
1029,6.8,6,"1-H","2-L","3-L","4-H"
1030,6.8,6,"1-H","2-L","3-M","4-L"
1031,6.8,6,"1-H","2-L","3-M","4-M"
1032,6.8,6,"1-H","2-L","3-M","4-H"
1033,6.8,6,"1-H","2-L","3-H","4-L"
1034,6.8,6,"1-H","2-L","3-H","4-M"
1035,6.8,6,"1-H","2-L","3-H","4-H"
1036,6.8,6,"1-H","2-M","3-L","4-L"
1037,6.8,6,"1-H","2-M","3-L","4-M"
1038,6.8,6,"1-H","2-M","3-L","4-H"
1039,6.8,6,"1-H","2-M","3-M","4-L"
1040,6.8,6,"1-H","2-M","3-M","4-M"
1041,6.8,6,"1-H","2-M","3-M","4-H"
1042,6.8,6,"1-H","2-M","3-H","4-L"
1043,6.8,6,"1-H","2-M","3-H","4-M"
1044,6.8,6,"1-H","2-M","3-H","4-H"
1045,6.8,6,"1-H","2-H","3-L","4-L"
1046,6.8,6,"1-H","2-H","3-L","4-M"
1047,6.8,6,"1-H","2-H","3-L","4-H"
1048,6.8,6,"1-H","2-H","3-M","4-L"
1049,6.8,6,"1-H","2-H","3-M","4-M"
1050,6.8,6,"1-H","2-H","3-M","4-H"
1051,6.8,6,"1-H","2-H","3-H","4-L"
1052,6.8,6,"1-H","2-H","3-H","4-M"
1053,6.8,6,"1-H","2-H","3-H","4-H"
1054,6.8,6.4,"1-L","2-L","3-L","4-L"
1055,6.8,6.4,"1-L","2-L","3-L","4-M"
