"sim_id","year","variable","sex","measure","TB_HIV_coinfection","value","in_confidence_interval","upper_rate","lower_rate","run_id"
86585,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",451.732402298748,1,906.9761431,274.0002563,1
86686,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",550.253732701016,1,554.8755144,114.5018429,1
86686,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",471.948270582292,1,906.9761431,274.0002563,1
86700,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",470.752724866753,1,554.8755144,114.5018429,1
86700,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",390.785422631735,1,906.9761431,274.0002563,1
86704,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",489.599393041565,1,554.8755144,114.5018429,1
86704,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",427.528739198054,1,906.9761431,274.0002563,1
86733,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",542.120465994555,1,554.8755144,114.5018429,1
86733,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",467.216739490721,1,906.9761431,274.0002563,1
86830,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",489.240513858012,1,554.8755144,114.5018429,1
86830,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",443.339126185604,1,906.9761431,274.0002563,1
86874,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",443.590389353362,1,554.8755144,114.5018429,1
86874,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",399.979679373091,1,906.9761431,274.0002563,1
86973,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",510.404838619582,1,554.8755144,114.5018429,1
86973,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",429.920462838875,1,906.9761431,274.0002563,1
87145,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",481.850731608979,1,554.8755144,114.5018429,1
87145,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",418.030178535906,1,906.9761431,274.0002563,1
8728,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",518.449795231503,1,554.8755144,114.5018429,1
8728,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",433.832712879624,1,906.9761431,274.0002563,1
87259,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",525.428476242797,1,554.8755144,114.5018429,1
87259,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",430.579490122282,1,906.9761431,274.0002563,1
87315,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",446.880831500527,1,554.8755144,114.5018429,1
87315,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",396.352548535218,1,906.9761431,274.0002563,1
8750,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",498.277067304513,1,554.8755144,114.5018429,1
8750,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",420.581090597958,1,906.9761431,274.0002563,1
8758,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",495.64802018643,1,554.8755144,114.5018429,1
8758,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",439.311366219863,1,906.9761431,274.0002563,1
87436,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",490.078931704744,1,554.8755144,114.5018429,1
87436,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",408.98453227073,1,906.9761431,274.0002563,1
87525,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",454.967060735839,1,554.8755144,114.5018429,1
87525,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",391.47182176754,1,906.9761431,274.0002563,1
87586,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",548.051195464237,1,554.8755144,114.5018429,1
87586,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",463.785532434804,1,906.9761431,274.0002563,1
87666,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",544.458266978315,1,554.8755144,114.5018429,1
87666,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",437.468235370356,1,906.9761431,274.0002563,1
87834,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",486.589323743599,1,554.8755144,114.5018429,1
87834,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",392.055035793739,1,906.9761431,274.0002563,1
87857,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",501.658119344008,1,554.8755144,114.5018429,1
87857,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",427.530991774961,1,906.9761431,274.0002563,1
87968,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",511.313662227242,1,554.8755144,114.5018429,1
87968,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",429.533380625815,1,906.9761431,274.0002563,1
8810,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",506.88078364847,1,554.8755144,114.5018429,1
8810,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",432.20043213887,1,906.9761431,274.0002563,1
88035,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",496.79747318008,1,554.8755144,114.5018429,1
88035,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",436.426371787316,1,906.9761431,274.0002563,1
88102,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",460.144342488282,1,554.8755144,114.5018429,1
88102,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",408.376015054664,1,906.9761431,274.0002563,1
88182,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",549.092113547291,1,554.8755144,114.5018429,1
88182,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",465.239896506743,1,906.9761431,274.0002563,1
88196,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",477.025050357648,1,554.8755144,114.5018429,1
88196,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",438.703688544489,1,906.9761431,274.0002563,1
88251,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",483.243277174917,1,554.8755144,114.5018429,1
88251,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",426.483464294422,1,906.9761431,274.0002563,1
88256,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",476.786504122749,1,554.8755144,114.5018429,1
88256,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",421.98503245187,1,906.9761431,274.0002563,1
88501,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",529.273042194825,1,554.8755144,114.5018429,1
88501,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",432.568622680036,1,906.9761431,274.0002563,1
88606,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",486.383604348529,1,554.8755144,114.5018429,1
88606,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",422.716369401667,1,906.9761431,274.0002563,1
88749,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",484.36445946934,1,554.8755144,114.5018429,1
88749,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",394.311689832569,1,906.9761431,274.0002563,1
88787,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",505.012741663954,1,554.8755144,114.5018429,1
88787,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",425.982418095353,1,906.9761431,274.0002563,1
88941,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",516.371268538892,1,554.8755144,114.5018429,1
88941,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",451.105907953726,1,906.9761431,274.0002563,1
89027,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",552.669245296517,1,554.8755144,114.5018429,1
89027,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",514.117412606066,1,906.9761431,274.0002563,1
89088,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",525.383150732938,1,554.8755144,114.5018429,1
89088,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",428.369904006919,1,906.9761431,274.0002563,1
89131,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",483.958023669092,1,554.8755144,114.5018429,1
89131,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",419.921682447952,1,906.9761431,274.0002563,1
89149,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",530.481810364975,1,554.8755144,114.5018429,1
89149,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",444.574958489663,1,906.9761431,274.0002563,1
89183,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",499.479737271415,1,554.8755144,114.5018429,1
89183,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",455.224562888137,1,906.9761431,274.0002563,1
8936,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",464.301576149168,1,554.8755144,114.5018429,1
8936,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",396.092056444068,1,906.9761431,274.0002563,1
89271,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",471.836246390672,1,554.8755144,114.5018429,1
89271,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",406.604774699341,1,906.9761431,274.0002563,1
89290,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",532.08432150465,1,554.8755144,114.5018429,1
89290,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",468.249891674772,1,906.9761431,274.0002563,1
89501,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",495.016112216892,1,554.8755144,114.5018429,1
89501,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",444.394726844811,1,906.9761431,274.0002563,1
89781,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",500.718336035864,1,554.8755144,114.5018429,1
89781,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",424.909281022796,1,906.9761431,274.0002563,1
89804,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",523.844398682081,1,554.8755144,114.5018429,1
89804,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",479.608294470591,1,906.9761431,274.0002563,1
89805,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",540.467771360673,1,554.8755144,114.5018429,1
89805,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",450.943638462603,1,906.9761431,274.0002563,1
89810,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",532.536801441941,1,554.8755144,114.5018429,1
89810,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",433.920124525281,1,906.9761431,274.0002563,1
8982,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",487.307002114543,1,554.8755144,114.5018429,1
8982,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",408.177057457588,1,906.9761431,274.0002563,1
89868,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",514.97277889418,1,554.8755144,114.5018429,1
89868,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",435.585846322597,1,906.9761431,274.0002563,1
89890,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",447.600139010115,1,554.8755144,114.5018429,1
89890,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",400.981044432498,1,906.9761431,274.0002563,1
89893,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",471.422303618832,1,554.8755144,114.5018429,1
89893,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",420.353294490416,1,906.9761431,274.0002563,1
89904,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",536.981041985429,1,554.8755144,114.5018429,1
89904,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",474.057541098558,1,906.9761431,274.0002563,1
89994,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",503.486869975878,1,554.8755144,114.5018429,1
89994,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",411.716081310125,1,906.9761431,274.0002563,1
9006,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",463.933160570021,1,554.8755144,114.5018429,1
9006,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",406.196110538163,1,906.9761431,274.0002563,1
90092,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",490.181877501807,1,554.8755144,114.5018429,1
90092,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",422.476739018312,1,906.9761431,274.0002563,1
90120,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",524.285853310444,1,554.8755144,114.5018429,1
90120,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",426.99806339848,1,906.9761431,274.0002563,1
9024,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",540.205238308016,1,554.8755144,114.5018429,1
9024,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",455.116052691145,1,906.9761431,274.0002563,1
90275,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",539.05127193932,1,554.8755144,114.5018429,1
90275,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",462.310929547041,1,906.9761431,274.0002563,1
90368,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",479.215167238622,1,554.8755144,114.5018429,1
90368,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",401.933361650353,1,906.9761431,274.0002563,1
90438,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",469.053214401751,1,554.8755144,114.5018429,1
90438,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",421.531157639563,1,906.9761431,274.0002563,1
90446,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",554.150767313419,1,554.8755144,114.5018429,1
90446,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",478.441828839647,1,906.9761431,274.0002563,1
90584,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",468.672507986905,1,554.8755144,114.5018429,1
90584,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",405.90013951406,1,906.9761431,274.0002563,1
90586,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",522.893091795809,1,554.8755144,114.5018429,1
90586,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",450.483852097908,1,906.9761431,274.0002563,1
90638,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",515.048135825801,1,554.8755144,114.5018429,1
90638,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",438.84735980647,1,906.9761431,274.0002563,1
90697,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",484.374889068605,1,554.8755144,114.5018429,1
90697,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",403.893632042255,1,906.9761431,274.0002563,1
90727,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",473.352499532395,1,554.8755144,114.5018429,1
90727,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",415.552199983285,1,906.9761431,274.0002563,1
90736,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",501.281875134084,1,554.8755144,114.5018429,1
90736,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",422.230214298958,1,906.9761431,274.0002563,1
90823,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",529.921396323362,1,554.8755144,114.5018429,1
90823,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",438.525314629177,1,906.9761431,274.0002563,1
90861,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",468.157727143424,1,554.8755144,114.5018429,1
90861,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",423.657661275239,1,906.9761431,274.0002563,1
90865,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",470.543103259976,1,554.8755144,114.5018429,1
90865,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",396.705339653849,1,906.9761431,274.0002563,1
90927,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",489.245922212536,1,554.8755144,114.5018429,1
90927,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",415.520535153443,1,906.9761431,274.0002563,1
91053,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",546.530236710365,1,554.8755144,114.5018429,1
91053,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",457.12557052224,1,906.9761431,274.0002563,1
91090,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",552.015218411022,1,554.8755144,114.5018429,1
91090,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",466.373767546391,1,906.9761431,274.0002563,1
91159,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",530.629681336939,1,554.8755144,114.5018429,1
91159,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",468.020169712813,1,906.9761431,274.0002563,1
91227,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",554.060604276087,1,554.8755144,114.5018429,1
91227,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",497.929878153811,1,906.9761431,274.0002563,1
91322,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",483.125340515857,1,554.8755144,114.5018429,1
91322,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",417.966323951806,1,906.9761431,274.0002563,1
9159,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",507.501113517608,1,554.8755144,114.5018429,1
9159,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",417.979670722067,1,906.9761431,274.0002563,1
91469,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",541.14763094552,1,554.8755144,114.5018429,1
91469,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",471.624303950284,1,906.9761431,274.0002563,1
91473,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",514.462489483088,1,554.8755144,114.5018429,1
91473,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",423.392619479676,1,906.9761431,274.0002563,1
91480,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",544.204133368132,1,554.8755144,114.5018429,1
91480,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",457.646083404488,1,906.9761431,274.0002563,1
91559,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",508.207518673823,1,554.8755144,114.5018429,1
91559,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",442.098566532404,1,906.9761431,274.0002563,1
9176,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",508.823836953803,1,554.8755144,114.5018429,1
9176,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",440.836164665521,1,906.9761431,274.0002563,1
91674,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",513.630787109703,1,554.8755144,114.5018429,1
91674,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",431.590786711577,1,906.9761431,274.0002563,1
91854,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",486.771964448373,1,554.8755144,114.5018429,1
91854,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",405.901266252098,1,906.9761431,274.0002563,1
91902,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",465.431061357599,1,554.8755144,114.5018429,1
91902,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",395.137634295096,1,906.9761431,274.0002563,1
91913,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",489.465491653052,1,554.8755144,114.5018429,1
91913,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",427.998905444292,1,906.9761431,274.0002563,1
91914,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",541.429295732942,1,554.8755144,114.5018429,1
91914,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",477.236922231585,1,906.9761431,274.0002563,1
91926,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",531.593700634009,1,554.8755144,114.5018429,1
91926,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",446.68005487396,1,906.9761431,274.0002563,1
927,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",521.584666881659,1,554.8755144,114.5018429,1
927,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",435.096379050573,1,906.9761431,274.0002563,1
92172,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",529.969239158822,1,554.8755144,114.5018429,1
92172,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",461.251180493288,1,906.9761431,274.0002563,1
92451,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",528.27189124823,1,554.8755144,114.5018429,1
92451,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",453.213250594195,1,906.9761431,274.0002563,1
92467,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",498.138847218688,1,554.8755144,114.5018429,1
92467,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",446.181315891886,1,906.9761431,274.0002563,1
92515,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",552.189217106089,1,554.8755144,114.5018429,1
92515,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",477.948485640911,1,906.9761431,274.0002563,1
92570,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",553.969992474229,1,554.8755144,114.5018429,1
92570,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",469.65947099902,1,906.9761431,274.0002563,1
92699,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",469.244484667606,1,554.8755144,114.5018429,1
92699,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",425.780585048607,1,906.9761431,274.0002563,1
92731,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",534.564549142018,1,554.8755144,114.5018429,1
92731,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",460.253102681711,1,906.9761431,274.0002563,1
92736,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",552.97547706353,1,554.8755144,114.5018429,1
92736,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",487.420190505386,1,906.9761431,274.0002563,1
92740,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",488.774032701545,1,554.8755144,114.5018429,1
92740,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",399.140482613257,1,906.9761431,274.0002563,1
92769,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",489.474217338116,1,554.8755144,114.5018429,1
92769,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",414.235056939268,1,906.9761431,274.0002563,1
92789,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",512.46940094921,1,554.8755144,114.5018429,1
92789,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",450.81683625962,1,906.9761431,274.0002563,1
92824,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",470.342022429266,1,554.8755144,114.5018429,1
92824,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",419.197538945055,1,906.9761431,274.0002563,1
92919,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",539.2474103645,1,554.8755144,114.5018429,1
92919,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",455.390153285504,1,906.9761431,274.0002563,1
92982,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",554.152625522259,1,554.8755144,114.5018429,1
92982,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",468.815737988513,1,906.9761431,274.0002563,1
93169,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",471.616609848503,1,554.8755144,114.5018429,1
93169,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",439.545549900865,1,906.9761431,274.0002563,1
93176,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",525.770957913939,1,554.8755144,114.5018429,1
93176,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",423.438064093941,1,906.9761431,274.0002563,1
93248,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",522.842639898388,1,554.8755144,114.5018429,1
93248,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",447.660991518568,1,906.9761431,274.0002563,1
93287,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",540.170275401516,1,554.8755144,114.5018429,1
93287,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",455.759319723664,1,906.9761431,274.0002563,1
93380,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",459.122834134691,1,554.8755144,114.5018429,1
93380,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",396.487374962267,1,906.9761431,274.0002563,1
93425,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",512.57600616831,1,554.8755144,114.5018429,1
93425,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",429.565939766521,1,906.9761431,274.0002563,1
93432,2005,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",519.576857517628,1,554.8755144,114.5018429,1
93432,2017,"Tb_inc_neg_male_Y_per_100k_male","Male","TB_incidence","no",443.922694854016,1,906.9761431,274.0002563,1
