"","sim_calib_id","b1_calib_id","b2_calib_id","m1_calib_id","m2_calib_id","m3_calib_id","m4_calib_id"
"464",464,17.6,17.6,"1-H","2-H","3-H","4-H"
"465",465,17.6,18,"1-L","2-L","3-L","4-L"
"466",466,17.6,18,"1-L","2-L","3-L","4-H"
"467",467,17.6,18,"1-L","2-L","3-H","4-L"
"468",468,17.6,18,"1-L","2-L","3-H","4-H"
"469",469,17.6,18,"1-L","2-H","3-L","4-L"
"470",470,17.6,18,"1-L","2-H","3-L","4-H"
"471",471,17.6,18,"1-L","2-H","3-H","4-L"
"472",472,17.6,18,"1-L","2-H","3-H","4-H"
"473",473,17.6,18,"1-H","2-L","3-L","4-L"
"474",474,17.6,18,"1-H","2-L","3-L","4-H"
"475",475,17.6,18,"1-H","2-L","3-H","4-L"
"476",476,17.6,18,"1-H","2-L","3-H","4-H"
"477",477,17.6,18,"1-H","2-H","3-L","4-L"
"478",478,17.6,18,"1-H","2-H","3-L","4-H"
"479",479,17.6,18,"1-H","2-H","3-H","4-L"
"480",480,17.6,18,"1-H","2-H","3-H","4-H"
"481",481,18,16,"1-L","2-L","3-L","4-L"
"482",482,18,16,"1-L","2-L","3-L","4-H"
"483",483,18,16,"1-L","2-L","3-H","4-L"
"484",484,18,16,"1-L","2-L","3-H","4-H"
"485",485,18,16,"1-L","2-H","3-L","4-L"
"486",486,18,16,"1-L","2-H","3-L","4-H"
"487",487,18,16,"1-L","2-H","3-H","4-L"
"488",488,18,16,"1-L","2-H","3-H","4-H"
"489",489,18,16,"1-H","2-L","3-L","4-L"
"490",490,18,16,"1-H","2-L","3-L","4-H"
"491",491,18,16,"1-H","2-L","3-H","4-L"
"492",492,18,16,"1-H","2-L","3-H","4-H"
"493",493,18,16,"1-H","2-H","3-L","4-L"
"494",494,18,16,"1-H","2-H","3-L","4-H"
"495",495,18,16,"1-H","2-H","3-H","4-L"
"496",496,18,16,"1-H","2-H","3-H","4-H"
"497",497,18,16.4,"1-L","2-L","3-L","4-L"
"498",498,18,16.4,"1-L","2-L","3-L","4-H"
"499",499,18,16.4,"1-L","2-L","3-H","4-L"
"500",500,18,16.4,"1-L","2-L","3-H","4-H"
"501",501,18,16.4,"1-L","2-H","3-L","4-L"
"502",502,18,16.4,"1-L","2-H","3-L","4-H"
"503",503,18,16.4,"1-L","2-H","3-H","4-L"
"504",504,18,16.4,"1-L","2-H","3-H","4-H"
"505",505,18,16.4,"1-H","2-L","3-L","4-L"
"506",506,18,16.4,"1-H","2-L","3-L","4-H"
"507",507,18,16.4,"1-H","2-L","3-H","4-L"
"508",508,18,16.4,"1-H","2-L","3-H","4-H"
"509",509,18,16.4,"1-H","2-H","3-L","4-L"
"510",510,18,16.4,"1-H","2-H","3-L","4-H"
"511",511,18,16.4,"1-H","2-H","3-H","4-L"
"512",512,18,16.4,"1-H","2-H","3-H","4-H"
"513",513,18,16.8,"1-L","2-L","3-L","4-L"
"514",514,18,16.8,"1-L","2-L","3-L","4-H"
"515",515,18,16.8,"1-L","2-L","3-H","4-L"
"516",516,18,16.8,"1-L","2-L","3-H","4-H"
"517",517,18,16.8,"1-L","2-H","3-L","4-L"
"518",518,18,16.8,"1-L","2-H","3-L","4-H"
"519",519,18,16.8,"1-L","2-H","3-H","4-L"
"520",520,18,16.8,"1-L","2-H","3-H","4-H"
"521",521,18,16.8,"1-H","2-L","3-L","4-L"
"522",522,18,16.8,"1-H","2-L","3-L","4-H"
"523",523,18,16.8,"1-H","2-L","3-H","4-L"
"524",524,18,16.8,"1-H","2-L","3-H","4-H"
"525",525,18,16.8,"1-H","2-H","3-L","4-L"
"526",526,18,16.8,"1-H","2-H","3-L","4-H"
"527",527,18,16.8,"1-H","2-H","3-H","4-L"
"528",528,18,16.8,"1-H","2-H","3-H","4-H"
"529",529,18,17.2,"1-L","2-L","3-L","4-L"
"530",530,18,17.2,"1-L","2-L","3-L","4-H"
"531",531,18,17.2,"1-L","2-L","3-H","4-L"
"532",532,18,17.2,"1-L","2-L","3-H","4-H"
"533",533,18,17.2,"1-L","2-H","3-L","4-L"
"534",534,18,17.2,"1-L","2-H","3-L","4-H"
"535",535,18,17.2,"1-L","2-H","3-H","4-L"
"536",536,18,17.2,"1-L","2-H","3-H","4-H"
"537",537,18,17.2,"1-H","2-L","3-L","4-L"
"538",538,18,17.2,"1-H","2-L","3-L","4-H"
"539",539,18,17.2,"1-H","2-L","3-H","4-L"
"540",540,18,17.2,"1-H","2-L","3-H","4-H"
"541",541,18,17.2,"1-H","2-H","3-L","4-L"
"542",542,18,17.2,"1-H","2-H","3-L","4-H"
"543",543,18,17.2,"1-H","2-H","3-H","4-L"
"544",544,18,17.2,"1-H","2-H","3-H","4-H"
"545",545,18,17.6,"1-L","2-L","3-L","4-L"
"546",546,18,17.6,"1-L","2-L","3-L","4-H"
"547",547,18,17.6,"1-L","2-L","3-H","4-L"
"548",548,18,17.6,"1-L","2-L","3-H","4-H"
"549",549,18,17.6,"1-L","2-H","3-L","4-L"
"550",550,18,17.6,"1-L","2-H","3-L","4-H"
"551",551,18,17.6,"1-L","2-H","3-H","4-L"
"552",552,18,17.6,"1-L","2-H","3-H","4-H"
"553",553,18,17.6,"1-H","2-L","3-L","4-L"
"554",554,18,17.6,"1-H","2-L","3-L","4-H"
"555",555,18,17.6,"1-H","2-L","3-H","4-L"
"556",556,18,17.6,"1-H","2-L","3-H","4-H"
"557",557,18,17.6,"1-H","2-H","3-L","4-L"
"558",558,18,17.6,"1-H","2-H","3-L","4-H"
"559",559,18,17.6,"1-H","2-H","3-H","4-L"
"560",560,18,17.6,"1-H","2-H","3-H","4-H"
"561",561,18,18,"1-L","2-L","3-L","4-L"
"562",562,18,18,"1-L","2-L","3-L","4-H"
"563",563,18,18,"1-L","2-L","3-H","4-L"
"564",564,18,18,"1-L","2-L","3-H","4-H"
"565",565,18,18,"1-L","2-H","3-L","4-L"
"566",566,18,18,"1-L","2-H","3-L","4-H"
"567",567,18,18,"1-L","2-H","3-H","4-L"
"568",568,18,18,"1-L","2-H","3-H","4-H"
"569",569,18,18,"1-H","2-L","3-L","4-L"
"570",570,18,18,"1-H","2-L","3-L","4-H"
"571",571,18,18,"1-H","2-L","3-H","4-L"
"572",572,18,18,"1-H","2-L","3-H","4-H"
"573",573,18,18,"1-H","2-H","3-L","4-L"
"574",574,18,18,"1-H","2-H","3-L","4-H"
"575",575,18,18,"1-H","2-H","3-H","4-L"
"576",576,18,18,"1-H","2-H","3-H","4-H"
